country_region_code,country_region,sub_region_1,sub_region_2,metro_area,PHU,popshare,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
CA,Canada,Ontario,Essex County,,Windsor-Essex County Health Unit,1,2021-02-08,-48,-21,-19,-65,-39,15
CA,Canada,Ontario,Essex County,,Windsor-Essex County Health Unit,1,2021-02-09,-45,-15,3,-61,-37,15
CA,Canada,Ontario,Essex County,,Windsor-Essex County Health Unit,1,2021-02-10,-44,-9,-5,-62,-36,15
CA,Canada,Ontario,Essex County,,Windsor-Essex County Health Unit,1,2021-02-11,-41,-8,0,-62,-36,15
CA,Canada,Ontario,Essex County,,Windsor-Essex County Health Unit,1,2021-02-12,-44,-8,0,-66,-36,18
CA,Canada,Ontario,Essex County,,Windsor-Essex County Health Unit,1,2021-02-13,-46,1,17,-63,-24,12
CA,Canada,Ontario,Essex County,,Windsor-Essex County Health Unit,1,2021-02-14,-39,3,70,-60,-23,8
CA,Canada,Ontario,Essex County,,Windsor-Essex County Health Unit,1,2021-02-15,-63,-35,38,-77,-69,23
CA,Canada,Ontario,Essex County,,Windsor-Essex County Health Unit,1,2021-02-16,-44,-28,-25,-66,-48,19
CA,Canada,Ontario,Essex County,,Windsor-Essex County Health Unit,1,2021-02-17,-30,-1,-7,-58,-33,13
CA,Canada,Ontario,Essex County,,Windsor-Essex County Health Unit,1,2021-02-18,-34,-9,-8,-61,-34,14
CA,Canada,Ontario,Essex County,,Windsor-Essex County Health Unit,1,2021-02-19,-33,-7,-3,-55,-29,14
CA,Canada,Ontario,Essex County,,Windsor-Essex County Health Unit,1,2021-02-20,-32,-6,59,-48,-15,9
CA,Canada,Ontario,Essex County,,Windsor-Essex County Health Unit,1,2021-02-21,-35,-4,38,-53,-17,7
CA,Canada,Ontario,Essex County,,Windsor-Essex County Health Unit,1,2021-02-22,-36,-14,-21,-61,-35,13
CA,Canada,Ontario,Essex County,,Windsor-Essex County Health Unit,1,2021-02-23,-28,-6,20,-57,-33,12
CA,Canada,Ontario,Essex County,,Windsor-Essex County Health Unit,1,2021-02-24,-29,-7,22,-61,-31,12
CA,Canada,Ontario,Essex County,,Windsor-Essex County Health Unit,1,2021-02-25,-28,-6,22,-59,-32,12
CA,Canada,Ontario,Essex County,,Windsor-Essex County Health Unit,1,2021-02-26,-30,-6,17,-58,-29,13
CA,Canada,Ontario,Essex County,,Windsor-Essex County Health Unit,1,2021-02-27,-29,-5,96,-55,-14,8
CA,Canada,Ontario,Essex County,,Windsor-Essex County Health Unit,1,2021-02-28,-33,-4,58,-54,-17,7
CA,Canada,Ontario,Essex County,,Windsor-Essex County Health Unit,1,2021-03-01,-32,-12,10,-59,-32,11
CA,Canada,Ontario,Essex County,,Windsor-Essex County Health Unit,1,2021-03-02,-29,-9,13,-58,-31,11
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-02-15,6,4,35,34,-1,-3
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-02-16,6,6,47,-3,-7,-2
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-02-17,-32,-47,30,-31,-70,13
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-02-18,-11,4,-10,-11,-12,4
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-02-19,-3,6,-2,-6,-5,1
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-02-20,5,5,-3,-5,-4,0
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-02-21,-3,-8,-6,-8,-10,2
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-02-22,9,8,68,10,5,-4
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-02-23,7,6,49,7,3,-1
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-02-24,0,5,10,-1,-1,0
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-02-25,-1,5,-6,-2,1,0
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-02-26,-13,-4,-21,-12,-8,4
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-02-27,-15,-10,-26,-26,-10,5
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-02-28,-2,-2,-8,-10,0,1
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-02-29,21,10,35,9,8,-4
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-03-01,20,9,42,-5,8,-2
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-03-02,4,0,-4,-16,1,0
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-03-03,5,5,-12,-9,3,0
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-03-04,7,5,-2,-6,2,0
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-03-05,10,7,8,-4,0,-1
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-03-06,4,-4,-5,-9,3,1
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-03-07,24,10,77,10,7,-4
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-03-08,18,7,63,0,5,-1
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-03-09,4,8,33,-10,0,0
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-03-10,-1,1,-5,-11,2,1
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-03-11,2,6,-3,-12,0,1
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-03-12,9,29,18,-12,1,0
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-03-13,-3,28,-4,-19,-3,3
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-03-14,4,26,84,-5,0,-1
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-03-15,-7,11,53,-22,-7,2
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-03-16,-9,28,34,-31,-32,8
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-03-17,-30,11,4,-40,-40,12
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-03-18,-39,-1,25,-47,-47,14
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-03-19,-42,0,26,-49,-50,16
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-03-20,-49,-16,1,-56,-51,19
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-03-21,-48,-15,58,-45,-34,8
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-03-22,-53,-25,54,-56,-38,9
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-03-23,-50,-17,-29,-61,-56,19
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-03-24,-51,-18,4,-57,-58,19
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-03-25,-59,-28,0,-61,-61,21
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-03-26,-59,-24,-9,-65,-63,22
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-03-27,-59,-26,-2,-66,-61,22
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-03-28,-59,-29,12,-61,-47,10
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-03-29,-63,-40,-39,-73,-50,13
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-03-30,-58,-26,-31,-69,-63,21
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-03-31,-52,-19,-27,-61,-63,20
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-04-01,-53,-25,-11,-65,-64,20
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-04-02,-55,-23,-9,-63,-64,21
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-04-03,-60,-33,-51,-67,-63,24
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-04-04,-55,-28,19,-55,-46,10
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-04-05,-65,-39,-10,-68,-49,12
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-04-06,-57,-24,-18,-63,-63,21
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-04-07,-58,-22,-16,-58,-64,21
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-04-08,-58,-20,-33,-56,-64,21
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-04-09,-49,5,-45,-51,-65,21
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-04-10,-86,-74,-49,-80,-84,32
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-04-11,-54,-6,-9,-44,-47,10
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-04-12,-85,-72,-21,-77,-57,13
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-04-13,-66,-33,-65,-72,-73,25
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-04-14,-54,-14,-30,-56,-64,21
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-04-15,-54,-20,-35,-55,-64,21
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-04-16,-55,-20,-43,-59,-64,22
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-04-17,-57,-30,-33,-60,-62,24
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-04-18,-56,-24,18,-47,-43,10
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-04-19,-62,-40,-37,-67,-48,12
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-04-20,-52,-20,-11,-55,-62,19
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-04-21,-53,-27,-46,-61,-62,21
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-04-22,-53,-22,-29,-58,-63,21
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-04-23,-52,-16,-13,-54,-61,21
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-04-24,-57,-29,-36,-58,-61,23
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-04-25,-53,-22,78,-42,-40,8
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-04-26,-61,-35,-42,-64,-47,12
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-04-27,-51,-19,-12,-51,-61,19
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-04-28,-48,-17,-4,-47,-60,19
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-04-29,-49,-18,-19,-53,-59,19
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-04-30,-50,-17,-51,-62,-61,22
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-05-01,-51,-17,-11,-58,-59,21
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-05-02,-51,-17,42,-48,-38,8
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-05-03,-51,-22,58,-55,-40,8
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-05-04,-47,-13,-15,-59,-59,19
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-05-05,-46,-12,-4,-55,-58,18
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-05-06,-47,-12,6,-57,-58,18
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-05-07,-48,-10,-11,-61,-59,20
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-05-08,-51,-19,-19,-64,-56,21
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-05-09,-44,-9,-6,-55,-38,9
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-05-10,-40,-15,18,-58,-34,8
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-05-11,-47,-17,-27,-61,-57,19
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-05-12,-45,-15,-12,-59,-57,18
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-05-13,-42,-10,26,-56,-56,18
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-05-14,-40,-5,13,-58,-57,18
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-05-15,-46,-17,-16,-62,-57,21
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-05-16,-40,-11,134,-44,-34,5
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-05-17,-38,-13,96,-60,-33,7
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-05-18,-55,-36,41,-64,-80,22
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-05-19,-32,1,43,-50,-53,15
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-05-20,-30,4,63,-48,-53,15
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-05-21,-31,5,56,-52,-53,16
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-05-22,-39,-10,64,-53,-52,17
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-05-23,-33,1,179,-41,-27,4
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-05-24,-34,-11,120,-54,-28,5
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-05-25,-30,-3,44,-52,-54,15
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-05-26,-30,-1,57,-48,-52,15
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-05-27,-30,-1,56,-47,-51,15
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-05-28,-33,0,17,-50,-52,16
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-05-29,-36,-7,15,-52,-50,17
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-05-30,-31,-6,108,-33,-18,5
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-05-31,-32,-10,79,-48,-23,6
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-06-01,-26,0,48,-46,-49,14
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-06-02,-30,-3,53,-47,-50,15
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-06-03,-32,-5,32,-50,-50,16
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-06-04,-31,2,80,-47,-49,14
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-06-05,-35,-10,99,-53,-48,15
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-06-06,-32,-6,167,-47,-19,4
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-06-07,-31,-8,169,-48,-19,4
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-06-08,-26,-1,90,-49,-48,13
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-06-09,-29,-4,71,-51,-47,13
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-06-10,-26,-2,48,-51,-48,15
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-06-11,-25,2,76,-47,-46,14
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-06-12,-30,-8,85,-47,-44,13
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-06-13,-23,-2,186,-33,-9,2
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-06-14,-25,-9,172,-40,-11,3
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-06-15,-19,4,93,-41,-46,12
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-06-16,-20,2,100,-41,-44,12
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-06-17,-20,2,113,-40,-45,11
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-06-18,-22,7,107,-40,-45,11
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-06-19,-25,-2,138,-42,-44,11
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-06-20,-23,4,,-23,-9,-1
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-06-21,-24,-5,212,-40,-9,-1
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-06-22,-18,4,121,-38,-48,11
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-06-23,-20,0,79,-41,-47,12
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-06-24,-21,3,89,-37,-47,12
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-06-25,-21,7,125,-38,-45,11
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-06-26,-32,-9,150,-39,-46,12
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-06-27,-32,-8,196,-31,-18,4
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-06-28,-30,-11,214,-36,-14,3
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-06-29,-24,0,139,-36,-48,12
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-06-30,-8,20,145,-26,-46,9
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-07-01,-49,-25,280,-41,-72,15
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-07-02,-23,3,150,-36,-51,12
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-07-03,-30,-4,186,-37,-50,13
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-07-04,-29,-6,,-20,-12,0
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-07-05,-27,-11,250,-30,-17,1
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-07-06,-21,2,161,-33,-46,11
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-07-07,-21,0,135,-32,-46,10
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-07-08,-23,-1,136,-33,-46,11
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-07-09,-21,6,144,-33,-46,11
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-07-10,-28,-9,155,-37,-45,11
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-07-11,-25,-5,185,-22,-11,3
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-07-12,-24,-9,186,-31,-12,2
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-07-13,-22,-2,91,-34,-46,12
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-07-14,-19,0,150,-30,-45,10
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-07-15,-20,0,168,-31,-45,10
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-07-16,-23,0,78,-34,-45,13
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-07-17,-24,-6,178,-33,-43,10
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-07-18,-18,0,,-14,-7,-1
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-07-19,-20,-9,228,-26,-13,2
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-07-20,-15,3,188,-32,-44,10
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-07-21,-17,1,168,-29,-43,9
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-07-22,-19,0,113,-28,-44,11
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-07-23,-18,5,157,-33,-43,10
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-07-24,-23,-6,205,-28,-42,10
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-07-25,-19,-1,,-9,-8,-2
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-07-26,-16,-8,298,-22,-9,0
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-07-27,-15,2,161,-28,-47,10
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-07-28,-15,2,180,-31,-45,9
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-07-29,-13,1,187,-25,-46,9
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-07-30,-12,6,170,-26,-45,9
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-07-31,-14,0,229,-15,-44,8
CA,Canada,Ontario,Frontenac County,,"Kingston, Frontenac and Lennox & Addington Public Health",0.778199552,2020-08-01,-10,1,,14,-8,-3
